iter	Logloss
238	0.3135759583
239	0.3134881592
240	0.3134350586
241	0.3133716431
242	0.3133512573
243	0.313315033
244	0.3130643921
245	0.3128512573
246	0.312783844
247	0.3127312622
248	0.3126807861
249	0.3126543579
250	0.3124890137
251	0.3122987061
252	0.3122238159
253	0.3120782166
254	0.3120029297
255	0.3119727783
256	0.3119194946
257	0.3118622437
258	0.3118011475
259	0.3117497253
260	0.311705658
261	0.3115505981
262	0.3114746399
263	0.3113381348
264	0.3113253174
265	0.3112018433
266	0.311163208
267	0.3110025635
268	0.3109774475
269	0.3108291626
270	0.3107892456
271	0.3107337036
272	0.3107091064
273	0.3105835266
274	0.310556366
275	0.3104901733
276	0.3104256897
277	0.3103469238
278	0.3101880493
279	0.3101412964
280	0.3101259766
281	0.3099552612
282	0.3098648376
283	0.3097483521
284	0.3097038879
285	0.3096016235
286	0.3094588013
287	0.3094384155
288	0.3092180786
289	0.3090436401
290	0.3089638672
291	0.3088877258
292	0.3088634644
293	0.3088287964
294	0.3087539062
295	0.3087235107
296	0.3086628418
297	0.3086352844
298	0.3085934448
299	0.3085411987
300	0.3084345093
301	0.3084081421
302	0.3083086853
303	0.308282135
304	0.3082365723
305	0.308185791
306	0.3080107117
307	0.3079788208
308	0.3079578857
309	0.307940094
310	0.3079120483
311	0.307854126
312	0.3078318176
313	0.3078148193
314	0.307787384
315	0.3077499695
316	0.3077172241
317	0.3076905212
318	0.3076541138
319	0.3075068665
320	0.3074111023
321	0.3073389282
322	0.3073085938
323	0.3072652588
324	0.3072446594
325	0.3072037964
326	0.3071289063
327	0.307031189
328	0.3069809265
329	0.3069596252
330	0.3069116821
331	0.3068791504
332	0.3068515625
333	0.3067902222
334	0.306748291
335	0.3065686646
336	0.3065455322
337	0.3065158386
338	0.3064795532
339	0.3064621887
340	0.3064289856
341	0.3064031372
342	0.3063681641
343	0.3063424683
344	0.3063155823
345	0.3062489624
346	0.3062163086
347	0.3061942444
348	0.3061289368
349	0.3060784912
350	0.3060458374
351	0.3059294434
352	0.305903656
353	0.3058577576
354	0.3058338013
355	0.3057783813
356	0.3057003784
357	0.3056612854
358	0.3056057129
359	0.3055725098
360	0.3055105286
361	0.3054786987
362	0.3054529419
363	0.3053660583
364	0.3053400269
365	0.3053166504
366	0.3052940674
367	0.3052662964
368	0.3052258606
369	0.3051228638
370	0.305091095
371	0.3050569458
372	0.3049753418
373	0.3049394836
374	0.3049091187
375	0.3048798218
376	0.304846344
377	0.3048104248
378	0.3047751465
379	0.3047426453
380	0.3047098389
381	0.3046477051
382	0.3046130676
383	0.3045791626
384	0.3045488586
385	0.3045163879
386	0.3044900513
387	0.304428772
388	0.3044003906
389	0.3043210144
390	0.3042768555
391	0.3042280579
392	0.3041952209
393	0.3041591492
394	0.3041232605
395	0.3040910034
396	0.3040564575
397	0.3040198059
398	0.3039871216
399	0.3039517517
400	0.3039162598
401	0.3038501587
402	0.3038136292
403	0.3037498169
404	0.3037155762
405	0.3036806641
406	0.3036018677
407	0.3035686035
408	0.3035262756
409	0.3034919434
410	0.303457489
411	0.3034215698
412	0.3033900757
413	0.3032095337
414	0.303142395
415	0.3030939941
416	0.3030584717
417	0.3030007935
418	0.3029700928
419	0.3029393921
420	0.3029049072
421	0.3028672791
422	0.3028357544
423	0.3028016357
424	0.3027696533
425	0.3027365112
426	0.3027042236
427	0.3026670837
428	0.3026359253
429	0.3026005249
430	0.3024570313
431	0.3024242249
432	0.3023813477
433	0.3023467102
434	0.3023146667
435	0.302281189
436	0.3022452393
437	0.3021682739
438	0.3021358032
439	0.3021030579
440	0.3020715332
441	0.3020397949
442	0.3019700928
443	0.3018804932
444	0.3018473511
445	0.3018149414
446	0.301782196
447	0.3017043762
448	0.3016719971
449	0.3016416626
450	0.3016088257
451	0.3015778198
452	0.301546936
453	0.3015159912
454	0.3014856567
455	0.3014007263
456	0.3012546997
457	0.3011872559
458	0.3011517334
459	0.3011223145
460	0.301048645
461	0.3010178833
462	0.3009874268
463	0.3009600525
464	0.3009315186
465	0.3009023132
466	0.3008720703
467	0.3008157959
468	0.3006775818
469	0.3006481934
470	0.30058255
471	0.3005522156
472	0.3005227051
473	0.3004850769
474	0.3004220886
475	0.3003952332
476	0.3003635254
477	0.3003235168
478	0.3002946777
479	0.3002662048
480	0.300234375
481	0.300105957
482	0.3000719604
483	0.2999930115
484	0.2999638062
485	0.2999361267
486	0.2999057617
487	0.2998772278
488	0.2998489685
489	0.299710144
490	0.2996820984
491	0.2996549072
492	0.2996253052
493	0.2995732727
494	0.2995449219
495	0.2995173645
496	0.2994778442
497	0.2994477234
498	0.2994202881
499	0.2993930054
500	0.2993633423
501	0.2993273315
502	0.299298584
503	0.2992632446
504	0.2992385864
505	0.2991772766
506	0.2991521606
507	0.2991267395
508	0.2991022949
509	0.2990729675
510	0.2990124512
511	0.2989875488
512	0.2989608154
513	0.2989360046
514	0.2989096069
515	0.2987993164
516	0.2987736511
517	0.2987474976
518	0.2987032471
519	0.2986779175
520	0.2985565186
521	0.2985195313
522	0.2984927368
523	0.2984655457
524	0.2984396973
525	0.298416687
526	0.2983905334
527	0.2983286133
528	0.2982578735
529	0.2982061768
530	0.2981803284
531	0.2981536255
532	0.2981273499
533	0.2980402222
534	0.2979863892
535	0.2979602661
536	0.2978859863
537	0.2977695618
538	0.2977019958
539	0.297667572
540	0.2976413879
541	0.2976156616
542	0.2975891724
543	0.2975055542
544	0.2974801941
545	0.2974542236
546	0.2974292297
547	0.297362793
548	0.2973372803
549	0.297314209
550	0.2972884216
551	0.2972632446
552	0.2972380676
553	0.2971609192
554	0.2971342468
555	0.2971124268
556	0.2970122986
557	0.2969242554
558	0.2968999634
559	0.2968786621
560	0.2968423462
561	0.2968180542
562	0.2967924194
563	0.2967395325
564	0.2967078857
565	0.2966846619
566	0.2966029663
567	0.2965785522
568	0.296546936
569	0.2965211182
570	0.2964887085
571	0.296432251
572	0.2964072571
573	0.2963818054
574	0.2963564148
575	0.2963241577
576	0.2962567139
577	0.2962324829
578	0.2961491089
579	0.2961260681
580	0.2960917053
581	0.296065918
582	0.296010376
583	0.29593927
584	0.2958816528
585	0.2957755737
586	0.2957294312
587	0.2957063293
588	0.2956802673
589	0.2956567993
590	0.2956321411
591	0.2956091003
592	0.2955835571
593	0.2955252075
594	0.2954923706
595	0.2954679565
596	0.2954384766
597	0.2954127808
598	0.2953877563
599	0.2953638306
600	0.2953080444
601	0.2952857056
602	0.2952189331
603	0.2951932983
604	0.2951684265
605	0.2951080933
606	0.2950847778
607	0.2950609131
608	0.2950377197
609	0.2950059814
610	0.2949816284
611	0.2949570007
612	0.2949324341
613	0.2949091492
614	0.2948388672
615	0.2948161621
616	0.2947911377
617	0.2947667236
618	0.2947432251
619	0.2947180481
620	0.2946955566
621	0.2946573181
622	0.294567749
623	0.2945437622
624	0.2945205078
625	0.2944963989
626	0.294432373
627	0.29440979
628	0.2943851624
629	0.2943627319
630	0.2943396912
631	0.2943101196
632	0.2942879639
633	0.2942559204
634	0.2942324219
635	0.2941791382
636	0.2941555786
637	0.29412854
638	0.2941051331
639	0.294082489
640	0.2940031738
641	0.2939826965
642	0.29395755
643	0.2939334106
644	0.2939138794
645	0.293892334
646	0.293794281
647	0.2937628784
648	0.2937006531
649	0.2936791382
650	0.2936511536
651	0.2936242371
652	0.2936005249
653	0.2935765381
654	0.2934162598
655	0.293354126
656	0.2933302612
657	0.2933060303
658	0.2932841797
659	0.2932341309
660	0.2932128601
661	0.293190033
662	0.2931197815
663	0.2930684509
664	0.2930272827
665	0.2930064087
666	0.2929488525
667	0.2928758545
668	0.2928522034
669	0.2927878418
670	0.2927653198
671	0.292743042
672	0.2927193298
673	0.2926959839
674	0.2926730042
675	0.2925872498
676	0.2925342407
677	0.2924125977
678	0.2923891907
679	0.2923668213
680	0.2923450317
681	0.2923213501
682	0.2922590332
683	0.2922372437
684	0.2922172241
685	0.2920505981
686	0.2920063477
687	0.2919579773
688	0.2919351501
689	0.2919118347
690	0.2918864746
691	0.2918641052
692	0.2918422241
693	0.2918191223
694	0.2917635193
695	0.2917409363
696	0.2917177734
697	0.2916958008
698	0.2916737671
699	0.2915749512
700	0.2915148315
701	0.2914932861
702	0.2914714966
703	0.2914393921
704	0.291269989
705	0.2912105713
706	0.2911229553
707	0.2910984497
708	0.2910758667
709	0.291013092
710	0.2909901123
711	0.2907932434
712	0.2906187744
713	0.2905958862
714	0.2905731812
715	0.2905497131
716	0.2905090637
717	0.2904858398
718	0.2904243469
719	0.2904018555
720	0.2903594971
721	0.290338623
722	0.2902774353
723	0.2902080078
724	0.2901893005
725	0.2901668396
726	0.2901437378
727	0.2901226807
728	0.2901010132
729	0.290023407
730	0.2900011292
731	0.289980957
732	0.2899075317
733	0.2898373413
734	0.2898151245
735	0.289758667
736	0.2897342529
737	0.2896582031
738	0.2896382751
739	0.2896168823
740	0.289594696
741	0.289536438
742	0.2895141907
743	0.2894922485
744	0.2894560547
745	0.2894361572
746	0.2894153442
747	0.2893609009
748	0.2893390808
749	0.2893168945
750	0.2892964478
751	0.2892683716
752	0.2891962891
753	0.2891760254
754	0.2891551208
755	0.2891332092
756	0.2891122437
757	0.2890914001
758	0.2890698242
759	0.2889729309
760	0.2889171143
761	0.2888955078
762	0.2888297119
763	0.2888002625
764	0.2887808228
765	0.2887591248
766	0.2887081299
767	0.2886721802
768	0.2886512756
769	0.2886299133
770	0.2885725403
771	0.2885381165
772	0.2884142151
773	0.2883934021
774	0.2883731079
775	0.2883378296
776	0.2883175659
777	0.288269043
778	0.2882492676
779	0.288166748
780	0.2881459351
781	0.2880891724
782	0.2880690918
783	0.2880476074
784	0.2880262451
785	0.288007019
786	0.2879863281
787	0.2879563904
788	0.2879051514
789	0.2878370361
790	0.2878158569
791	0.2877950134
792	0.2877752075
793	0.2877542114
794	0.2877333984
795	0.2876882935
796	0.2876690063
797	0.287649292
798	0.2876299744
799	0.2875645142
800	0.2875437012
801	0.2874962158
802	0.2874300232
803	0.287364624
804	0.2873447571
805	0.2872926025
806	0.2872346191
807	0.2870600586
808	0.2870389404
809	0.2870091553
810	0.2869880371
811	0.2869425354
812	0.2869216919
813	0.2869024658
814	0.2868825073
815	0.2868625183
816	0.286807251
817	0.2867848816
818	0.286741333
819	0.2867202148
820	0.286699707
821	0.286598999
822	0.2865351868
823	0.2865137939
824	0.2864890747
825	0.2864681702
826	0.2864478455
827	0.2864279785
828	0.286379425
829	0.2863125305
830	0.2862719116
831	0.2862522278
832	0.2862328491
833	0.2862132874
834	0.2861955261
835	0.286150177
836	0.2861298828
837	0.2860690918
838	0.2860499878
839	0.286029541
840	0.2860109253
841	0.2859915466
842	0.2859711914
843	0.285949646
844	0.2858870239
845	0.2858668213
846	0.2857021484
847	0.2856825256
848	0.2855679016
849	0.2855494385
850	0.2855296631
851	0.2854592285
852	0.2854118958
853	0.2853667603
854	0.2853337097
855	0.2853135071
856	0.2852959595
857	0.2852766418
858	0.2852564392
859	0.2851737366
860	0.2851555481
861	0.285135437
862	0.2849645996
863	0.2849458618
864	0.284905365
865	0.2848564758
866	0.2847397461
867	0.2847195435
868	0.2846993408
869	0.2845694275
870	0.2845213013
871	0.2844376831
872	0.2844177246
873	0.2843761597
874	0.2843561707
875	0.2842826843
876	0.2842636108
877	0.2842363281
878	0.284217865
879	0.2841982727
880	0.2841709595
881	0.2841516724
882	0.2840905762
883	0.2840707397
884	0.2840522156
885	0.284033783
886	0.284013855
887	0.2839794617
888	0.2839606018
889	0.2837865906
890	0.2836949158
891	0.2836751099
892	0.2836573792
893	0.2836378174
894	0.2836195679
895	0.283600647
896	0.2835811768
897	0.2835617065
898	0.2834876099
899	0.2834363708
900	0.2833802185
901	0.2833605957
902	0.2833115845
903	0.2832926636
904	0.2832731323
905	0.2832536926
906	0.2832344971
907	0.2831575623
908	0.2831043396
909	0.2830852661
910	0.283035553
911	0.2830172729
912	0.2829979248
913	0.2828733215
914	0.2828539734
915	0.282789917
916	0.2827727051
917	0.2827529907
918	0.2827341919
919	0.2827162476
920	0.282697052
921	0.2826780396
922	0.2826606445
923	0.2826422729
924	0.2826257629
925	0.2826087646
926	0.2825220337
927	0.2825030212
928	0.2824847412
929	0.2823972473
930	0.2823796387
931	0.2823606567
932	0.2823415833
933	0.2821641846
934	0.2821179504
935	0.2821010742
936	0.2820820618
937	0.2820631409
938	0.2820454102
939	0.2820264893
940	0.282007782
941	0.2819906311
942	0.2817890625
943	0.2817248535
944	0.2817062988
945	0.2816859741
946	0.2816672974
947	0.2816152649
948	0.2815544128
949	0.2815358276
950	0.2814874268
951	0.2814694214
952	0.2814462891
953	0.2814279175
954	0.2813618164
955	0.2813328552
956	0.2813157043
957	0.2812391357
958	0.2812101135
959	0.2811427612
960	0.2811115112
961	0.2810828247
962	0.2810515137
963	0.2810130005
964	0.2809956665
965	0.2809758301
966	0.280953186
967	0.2808340454
968	0.280767395
969	0.280713501
970	0.2806947021
971	0.2806738892
972	0.280655426
973	0.2806391907
974	0.2805914001
975	0.2805499878
976	0.2805325012
977	0.2805140991
978	0.2803739014
979	0.2803013306
980	0.2802838745
981	0.2802267456
982	0.2802096863
983	0.2801922913
984	0.2801746216
985	0.2801246338
986	0.2801064453
987	0.2800881042
988	0.2800712891
989	0.2800531311
990	0.2800364685
991	0.2799925537
992	0.279928833
993	0.2798951416
994	0.2798768616
995	0.2798308105
996	0.2798130493
997	0.2797955322
998	0.2797778625
999	0.2797504883
